Project,commit,Lines Added in Fixed Version,Lines Deleted in Fixed Version,Hunks in Fixed Version,project,codeLink,CWE ID,CVE ID,vulnerability_fixed_again_in_version,Prompt File,Reasoning,future_commit_id
chromium,bb3548ef2fcdb58f9bc638bb5a3c379320fdd0e0,8.0,1.0,1.0,Chrome,https://github.com/chromium/chromium/commit/bb3548ef2fcdb58f9bc638bb5a3c379320fdd0e0,CWE-254,CVE-2016-1664,v3,1065_chromium_chromium_bb3548ef2fcdb58f9bc638bb5a3c379320fdd0e0_history_controller.cc_changes_v2_v3.txt.txt,"The previous fix (chromium_bb3548ef2fcdb58f9bc638bb5a3c379320fdd0e0) added a check to only commit the provisional entry if the back/forward item matches it. However, this fix introduced a new vulnerability where the code would crash in HistoryController::UpdateForCommit if there is no current entry and the provisional entry doesn't match the commit (as mentioned in bug 600238). This is evidenced by the fact that the candidate commit is explicitly reverting the previous fix due to these crashes, with the commit message stating 'This led to crashes in HistoryController::UpdateForCommit if there is no current entry and the provisional entry doesn't match the commit.' The crash vulnerability was directly introduced by the additional conditional checks in the previous fix, making this a clear case where a security fix introduced a new security vulnerability.",
chromium,bb9cfb0aba25f4b13e57bdd4a9fac80ba071e7b9,1.0,1.0,1.0,Chrome,https://github.com/chromium/chromium/commit/bb9cfb0aba25f4b13e57bdd4a9fac80ba071e7b9,CWE-20,CVE-2013-2871,v6,1068_chromium_chromium_bb9cfb0aba25f4b13e57bdd4a9fac80ba071e7b9_HTMLInputElement.cpp_changes_v5_v6.txt.txt,"The previous fix (bb9cfb0) reordered destroyShadowSubtree() and detach() calls to fix a focus retention issue, but this change introduced a new crash vulnerability. The crash occurred because the code assumed renderer() was a reliable way to check if an element was attached, but an element could be attached() while !renderer() was true. This assumption in the previous fix made it possible to call createShadowSubtree() in an invalid state, leading to crashes. The new commit fixes this by properly checking attached() instead of renderer() and adds additional safety checks (shouldRespectSpeechAttribute and RuntimeEnabledFeatures::speechInputEnabled). This is a clear case where a fix for one issue (focus retention) unintentionally created a new security vulnerability (crash potential) that needed to be fixed in the future commit.",
chromium,c3957448cfc6e299165196a33cd954b790875fdb,20.0,18.0,6.0,Chrome,https://github.com/chromium/chromium/commit/c3957448cfc6e299165196a33cd954b790875fdb,CWE-416,CVE-2016-5170,v144,1128_chromium_chromium_c3957448cfc6e299165196a33cd954b790875fdb_document.cc_changes_v143_v144.txt.txt,"The candidate commit appears to be fixing a security vulnerability that was potentially introduced or exposed by the previous fix. The previous commit modified code around SetFocusedElement and removed early-out logic, which affected the timing of when security origins and sandbox flags were applied. The candidate commit explicitly notes there were security issues with the dynamic changing of security origins ('The security origin changing dynamically in the document due to sandbox flags getting applied creates problems...') and references a specific issue (973991) caused by timing issues in reading the security origin. The candidate commit enforces that security origins and sandbox flags must be determined before document creation and cannot change afterwards, preventing the timing/race conditions that could be exploited for security bypasses. The fact that it also includes corresponding HTML spec changes suggests this was a significant security boundary issue.",
chromium,c4a4dfb26615b5ef5e9dcc730ef43f70ce9202e2,5.0,0.0,1.0,Chrome,https://github.com/chromium/chromium/commit/c4a4dfb26615b5ef5e9dcc730ef43f70ce9202e2,CWE-362,CVE-2013-2906,v291,1171_chromium_chromium_c4a4dfb26615b5ef5e9dcc730ef43f70ce9202e2_render_thread_impl.cc_changes_v290_v291.txt.txt,"The previous fix (c4a4dfb) introduced a potential vulnerability by using a nested message loop during database shutdown through willEnterModalLoop() and didExitModalLoop(). While this fix attempted to prevent timer events during shutdown, it created a new security risk by allowing potential re-entrancy and race conditions during the shutdown process. The future commit explicitly fixes this vulnerability by removing the nested message loop approach and instead implementing a direct blocking wait with a timeout, followed by a process termination if databases don't close. This change directly addresses the security implications of running nested message loops during renderer shutdown, which could potentially lead to exploitation of the re-entrancy issues. The commit message and code changes clearly indicate this is fixing a security concern introduced by the previous implementation's use of nested message loops.",
chromium,c5a59182a8406f67333c283a31f257714f082b7d,3.0,3.0,3.0,Chrome,https://github.com/chromium/chromium/commit/c5a59182a8406f67333c283a31f257714f082b7d,CWE-79,CVE-2017-15429,v3,1174_chromium_chromium_c5a59182a8406f67333c283a31f257714f082b7d_WasmResponseExtensions.cpp_changes_v2_v3.txt.txt,"The previous fix changed the ScriptState from ForRelevantRealm to ForCurrentRealm, but didn't properly handle error cases in the WebAssembly compilation process. The original fix introduced potential security vulnerabilities by using direct V8 exception throwing and handling (V8ThrowException::CreateTypeError) which could lead to improper error propagation and potential security issues in the JavaScript/WebAssembly boundary. The candidate commit fixes these issues by: 1) Using proper type checking with V8Response::ToImplWithTypeCheck instead of manual instance checking 2) Properly using exception_state for error handling instead of direct V8 exceptions 3) Restructuring the error handling flow to be more secure and consistent 4) Eliminating potential memory leaks in error cases. The commit message also explicitly mentions this is a follow-up fix to bug 788453 (the original fix), indicating it's addressing issues introduced by the previous change.",
chromium,c71a21e6dda9025c2bf823c5aab791c2ae8cdfc2,3.0,0.0,1.0,Chrome,https://github.com/chromium/chromium/commit/c71a21e6dda9025c2bf823c5aab791c2ae8cdfc2,CWE-264,CVE-2015-6755,v63,1187_chromium_chromium_c71a21e6dda9025c2bf823c5aab791c2ae8cdfc2_ContainerNode.cpp_changes_v62_v63.txt.txt,"The previous fix in chromium_c71a21e6dda9025c2bf823c5aab791c2ae8cdfc2 added a check to bail out if the parent no longer contains the child during node insertion. However, this fix created a new vulnerability when dealing with DocumentFragments. When inserting a DocumentFragment, the previous fix only checked the DocumentFragment itself against the parent node, but failed to check each individual child node of the DocumentFragment. This oversight allowed for potential DOM cycles to be created during DOMNodeRemoved events, which could lead to security issues. The candidate commit specifically addresses this by introducing collectChildrenAndRemoveFromOldParentWithCheck() which properly validates each child node of the DocumentFragment before insertion, preventing DOM cycles and maintaining tree integrity. The bug ID 523157 and the detailed commit message confirm this was a security-relevant fix for a vulnerability that was introduced by the previous incomplete security check.",
chromium,c9911bc93097a5df5518f5b88e1d5ed5ef275a4d,3.0,2.0,1.0,Chrome,https://github.com/chromium/chromium/commit/c9911bc93097a5df5518f5b88e1d5ed5ef275a4d,CWE-399,CVE-2011-2821,v6,1193_chromium_chromium_c9911bc93097a5df5518f5b88e1d5ed5ef275a4d_xpath.c_changes_v5_v6.txt.txt,"The previous fix in chromium_c9911bc93097a5df5518f5b88e1d5ed5ef275a4d created a vulnerability by using a direct valuePop() without properly handling the stack frame context, which could lead to a use-after-free bug when freeing XML objects. The candidate commit fixes this by introducing proper frame handling with xmlXPathSetFrame() and xmlXPathPopFrame() functions, validating stack depth limits (XPATH_MAX_STACK_DEPTH), and adding comprehensive error checking. The original fix only focused on properly freeing result objects but did not implement proper stack frame management, which could lead to memory corruption. The new commit also adds stack overflow protections and implements stricter memory boundaries to prevent potential buffer overflows by introducing size limits (XPATH_MAX_NODESET_LENGTH).",
chromium,d443be6fdfe17ca4f3ff1843ded362ff0cd01096,8.0,6.0,1.0,Chrome,https://github.com/chromium/chromium/commit/d443be6fdfe17ca4f3ff1843ded362ff0cd01096,CWE-119,CVE-2013-0890,v82,1216_chromium_chromium_d443be6fdfe17ca4f3ff1843ded362ff0cd01096_safe_browsing_blocking_page.cc_changes_v81_v82.txt.txt,"The previous fix in chromium_d443be6fdfe17ca4f3ff1843ded362ff0cd01096 attempted to fix an integer handling vulnerability by adding checks for negative integers and converting between int and size_t. However, it introduced a new vulnerability related to command parameter parsing. The original code expected string commands but could potentially allow command injection through unvalidated string-to-int conversion. The future candidate commit fixes this by changing the entire command handling mechanism from string-based to integer-based enumeration (CMD_* constants), providing strict input validation and preventing command injection possibilities. Specifically, the conversion of arbitrary strings to commands was replaced with a more secure integer-based command system, indicating that the previous string-based command handling introduced security risks that needed to be addressed.",
chromium,d9e316238aee59acf665d80b544cf4e1edfd3349,11.0,4.0,2.0,Chrome,https://github.com/chromium/chromium/commit/d9e316238aee59acf665d80b544cf4e1edfd3349,CWE-20,CVE-2015-6783,v5,1226_chromium_chromium_d9e316238aee59acf665d80b544cf4e1edfd3349_crazy_linker_zip.cpp_changes_v4_v5.txt.txt,"The previous fix (d9e316238) attempted to make zip parsing more secure by limiting how far back to search for the zip end-of-central-directory marker, but it introduced integer overflow and type safety vulnerabilities in the zip parsing code. The candidate commit specifically addresses these security issues by: 1) Adding proper bounds checking through the MemoryRangeReader class to prevent out-of-bounds reads, 2) Using properly sized integer types and checking for overflow conditions, 3) Adding safer struct definitions for parsing zip records, 4) Implementing more robust validation of zip file structures. The commit message explicitly states it's hardening the zip parsing code to avoid integer type and overflow problems, which were inadvertently made possible by the previous fix's incomplete handling of zip file parsing safety.",
chromium,dcd538eb3daf6c52d3ebef0a7afea758f6c657c8,2.0,3.0,2.0,Chrome,https://github.com/chromium/chromium/commit/dcd538eb3daf6c52d3ebef0a7afea758f6c657c8,CWE-20,CVE-2016-1661,v111,1227_chromium_chromium_dcd538eb3daf6c52d3ebef0a7afea758f6c657c8_compositor.cc_changes_v110_v111.txt.txt,"The previous fix (dcd538eb) changed the behavior of the Compositor to not report OnFirstSurfaceActivation by setting ReportFirstSurfaceActivation to kNo and adding a NOTREACHED() assertion. However, this change appears to have introduced a memory safety vulnerability related to frame sink handling. The future commit (bug 1196413) identifies a memory bug where multiple consecutive calls to RemoveChildFrameSink with the same FrameSinkId could lead to a bad FrameSinkId reference when calling UnregisterFrameSinkHierarchy. This is evidenced by the addition of safety checks and NOTREACHED() assertions in the RemoveChildFrameSink method to catch duplicate removals. The connection between these commits is that the first change modified the frame sink activation behavior, which likely exposed or created the possibility for invalid frame sink reference handling that the second commit addresses.",
chromium,ed6f4545a2a345697e07908c887333f5bdcc97a3,6.0,3.0,1.0,Chrome,https://github.com/chromium/chromium/commit/ed6f4545a2a345697e07908c887333f5bdcc97a3,CWE-362,CVE-2013-0893,v9,1269_chromium_chromium_ed6f4545a2a345697e07908c887333f5bdcc97a3_ScriptLoader.cpp_changes_v8_v9.txt.txt,"The previous fix (ed6f4545) introduced security vulnerability by not properly handling error cases for parser-executed scripts. While it added MIME type checking for dynamically inserted scripts, it made an assumption (ASSERT(!m_willBeParserExecuted)) that scripts would not be parser-executed. The future commit (BUG=365229,364770) explicitly fixes this oversight by improving error handling for both dynamically added and parser-added scripts. The original fix's incomplete error handling could potentially allow malicious scripts to execute in parser-executed contexts, which the second commit fixes by implementing proper error handling through a more comprehensive FinishType enumeration (FinishWithCancel, FinishWithError, FinishSuccessfully) and appropriate handling for each case. The explicit mention of 'parser-added <script>' in the commit message and the removal of the ASSERT confirms this was a security vulnerability introduced by the previous fix's incomplete implementation.",
chromium,f084d7007f67809ef116ee6b11f251bf3c9ed895,2.0,2.0,2.0,Chrome,https://github.com/chromium/chromium/commit/f084d7007f67809ef116ee6b11f251bf3c9ed895,CWE-399,CVE-2013-6625,v16,1298_chromium_chromium_f084d7007f67809ef116ee6b11f251bf3c9ed895_ContainerNode.cpp_changes_v15_v16.txt.txt,"The previous fix (295010) moved the nodeChildrenWillBeRemoved() call to after dispatching mutation and blur events to prevent use-after-free issues. However, this change inadvertently created a new vulnerability (312639) because nodeChildrenWillBeRemoved() can trigger 'beforeload' events for plugin elements through FrameSelection::nodeWillBeRemoved(). This event dispatching during node removal could lead to widget updates at an unsafe time. The candidate commit fixes this new vulnerability by ensuring the nodeChildrenWillBeRemoved() call is wrapped within the proper scope where widget updates are suspended. The sequence of events shows a clear pattern where the first fix's change in event dispatch ordering created a new security issue that needed to be addressed by the candidate commit.",
chromium,f837b6744eb9ca9d8e4f2e93d9118bf787ca5e24,9.0,5.0,3.0,Chrome,https://github.com/chromium/chromium/commit/f837b6744eb9ca9d8e4f2e93d9118bf787ca5e24,CWE-399,CVE-2011-2801,v3,1301_chromium_chromium_f837b6744eb9ca9d8e4f2e93d9118bf787ca5e24_typed_url_model_associator.cc_changes_v2_v3.txt.txt,"The previous fix (f837b6744) introduced a vulnerability by only storing the core mask of page transitions (visit->transition & PageTransition::CORE_MASK) and ignoring additional transition qualifiers. This stripped away important security-relevant transition information that is used to determine if URLs should be displayed in the History view. The future commit (89358) fixes this by storing the full transition data (visit->transition) instead of just the core mask. The commit message explicitly states this was causing items to incorrectly disappear from History view. Losing transition metadata could allow malicious URLs to appear in places they shouldn't or hide legitimate URLs that should be visible, representing a security issue introduced by the overly aggressive masking in the previous fix.",
chromium,fc343fd48badc0158dc2bb763e9a8b9342f3cb6f,4.0,2.0,1.0,Chrome,https://github.com/chromium/chromium/commit/fc343fd48badc0158dc2bb763e9a8b9342f3cb6f,CWE-287,CVE-2013-6643,v3,1312_chromium_chromium_fc343fd48badc0158dc2bb763e9a8b9342f3cb6f_FormAssociatedElement.cpp_changes_v2_v3.txt.txt,"The previous fix (chromium_fc343fd48badc0158dc2bb763e9a8b9342f3cb6f) added a RefPtr protector to prevent a crash when a form control is in a past names map of a demoted form element. However, this fix introduced a new vulnerability: when FormAssociatedElement::formRemovedFromTree is called with m_deletionHasBegun set, the RefPtr protector would attempt to update the reference counter during object deletion, leading to an assertion failure. The candidate commit fixes this newly introduced vulnerability by removing the RefPtr protector, which was causing reference counting issues during object deletion. The commit message explicitly states this is a regression caused by the previous fix (Blink r163680) and references the same bug ID (326854) along with a new bug (328456), confirming the direct relationship between the two commits.",
chromium,fd6a5115103b3e6a52ce15858c5ad4956df29300,1.0,16.0,1.0,Chrome,https://github.com/chromium/chromium/commit/fd6a5115103b3e6a52ce15858c5ad4956df29300,CWE-416,CVE-2018-6060,v4,1328_chromium_chromium_fd6a5115103b3e6a52ce15858c5ad4956df29300_AudioNode.cpp_changes_v3_v4.txt.txt,"The previous fix (revert) removed important logic that ensured AudioHandlers were kept alive until they could be safely deleted, potentially allowing handlers to be deleted while the audio thread was still processing them. This created a use-after-free vulnerability. The future candidate commit fixes this vulnerability by restoring proper handler lifetime management with improvements: 1) For realtime contexts, it keeps handlers alive unless the context is closed (preventing memory leaks) 2) For offline contexts, it maintains handlers only during the running state. The previous fix's oversimplification of just checking for running state created the vulnerability of premature handler deletion, which this commit specifically addresses.",
collectd,b589096f907052b3a4da2b9ccc9b0e2e888dfc18,191.0,142.0,46.0,collectd,https://github.com/collectd/collectd/commit/b589096f907052b3a4da2b9ccc9b0e2e888dfc18,CWE-119,CVE-2016-6254,v23,1333_collectd_collectd_b589096f907052b3a4da2b9ccc9b0e2e888dfc18_network.c_changes_v22_v23.txt.txt,"The previous fix for CVE-2016-6254 introduced a new security vulnerability by improper buffer size handling. While it attempted to fix a heap overflow in parse_packet(), it introduced incorrect handling of string lengths and buffer sizes, particularly in parse_part_string() where the function relied on size_t for lengths which could cause integer overflows. The new commit fixes several issues including: 1) Changing critical size variables from size_t to int to prevent integer overflows 2) Adding proper bounds checking in parse_part_string() 3) Fixing buffer overflow risks in multiple memory operations by ensuring proper size checks before memcpy operations. These changes show that the previous CVE fix introduced subtle buffer handling issues that could still lead to memory corruption.",924bfe28d5be1058ccf50931d77639212fb28346
cups,49fa4983f25b64ec29d548ffa3b9782426007df3,10.0,2.0,2.0,cups,https://github.com/apple/cups/commit/49fa4983f25b64ec29d548ffa3b9782426007df3,CWE-20,CVE-2017-18248,v8,1342_cups_cups_49fa4983f25b64ec29d548ffa3b9782426007df3_ipp.c_changes_v7_v8.txt.txt,"The previous fix added validation for the requesting-user-name attribute to check if it was valid UTF-8, but in doing so, it created a new vulnerability where invalid requesting-user-name values would be silently discarded and replaced with 'anonymous' in non-strict mode. The candidate commit fixes this by adding more comprehensive validation: 1) Checks if the attribute is in the correct group tag, 2) Validates the syntax is correct (IPP_TAG_NAME or IPP_TAG_NAMELANG), and 3) Only substitutes 'anonymous' in relaxed mode after explicitly logging the invalid value. This shows the original fix was too aggressive in silently replacing invalid values which could mask malicious input attempts and create audit trail gaps. The new fix provides better security by properly validating, logging and handling invalid attribute values.",092db1e29ee1ad175dadcf4a027c4b752586b4d4
didiwiki,5e5c796617e1712905dc5462b94bd5e6c08d15ea,28.0,5.0,6.0,didiwiki,https://github.com/yarolig/didiwiki/commit/5e5c796617e1712905dc5462b94bd5e6c08d15ea,CWE-22,CVE-2013-7448,v3,1351_didiwiki_didiwiki_5e5c796617e1712905dc5462b94bd5e6c08d15ea_wiki.c_changes_v2_v3.txt.txt,"The previous fix introduced a security vulnerability by using incorrect variable names (page instead of page_name) in the page_name_is_good function. This could cause the function to fail or crash when accessing the first character of the input since it's referencing a non-existent variable. The security checks for validating the input (checking if first character is alphanumeric and checking for directory traversal via '..') would not work properly, potentially allowing malicious input to bypass the security checks. The future candidate commit fixes this by correcting the variable names from 'page' to 'page_name', making the security checks functional as intended.",57b0399f4dec1bea1542ab3afa89427f08463a9c
domoticz,ee70db46f81afa582c96b887b73bcd2a86feda00,47.0,57.0,8.0,domoticz,https://github.com/domoticz/domoticz/commit/ee70db46f81afa582c96b887b73bcd2a86feda00,CWE-89,CVE-2019-10664,v286,1360_domoticz_domoticz_ee70db46f81afa582c96b887b73bcd2a86feda00_WebServer.cpp_changes_v285_v286.txt.txt,"The previous fix in domoticz_ee70db46f81 focused on preventing SQL injection by using safe_query functions and proper parameter sanitization. However, that fix appears to have introduced a new security vulnerability in the OAuth2 authentication code path by not properly verifying user authentication before generating and returning authorization codes. The candidate commit specifically fixes this by adding explicit authentication checks (bAuthenticated) and properly handling authentication failures. The original code would generate an auth code without properly verifying the user's authentication status, which could allow attackers to obtain valid authorization codes for other users. The candidate commit adds the missing authentication verification and proper error handling, showing this was a security vulnerability introduced as an oversight during the previous SQL injection fixes.",4981fa15273d75e136fd5abc393e445b5cc3484d
dosfstools,e8eff147e9da1185f9afd5b25948153a3b97cf52,11.0,3.0,4.0,dosfstools,https://github.com/dosfstools/dosfstools/commit/e8eff147e9da1185f9afd5b25948153a3b97cf52,CWE-119,CVE-2016-4804,v21,1371_dosfstools_dosfstools_e8eff147e9da1185f9afd5b25948153a3b97cf52_boot.c_changes_v20_v21.txt.txt,"The previous fix (e8eff147) changed the FAT size variable from unsigned int to off_t to handle excessive FAT sizes, but it introduced a new vulnerability by not properly checking for integer overflows in various calculations involving FAT sizes and positions. The candidate commit specifically fixes these integer overflow issues by: 1) Adding checks against OFF_MAX for various position calculations, 2) Using long long for intermediate calculations to prevent overflow before conversion to off_t, 3) Adding checks for FAT entry count overflow against UINT_MAX, and 4) Fixing the format specifiers in error messages. The vulnerability introduced by the previous fix was that while it prevented some basic issues with FAT size, it didn't account for arithmetic overflow conditions in the calculations using that size, which could lead to out-of-bounds reads due to insufficient memory allocation.",93b4288b72e52039fcb0ec01de5a7d7a8ad42434
file,0641e56be1af003aa02c7c6b0184466540637233,5.0,1.0,2.0,php-src,https://github.com/file/file/commit/0641e56be1af003aa02c7c6b0184466540637233,CWE-189,CVE-2014-3587,v29,1374_file_file_0641e56be1af003aa02c7c6b0184466540637233_cdf.c_changes_v28_v29.txt.txt,"The previous fix addressed a pointer wraparound vulnerability by checking if q < p, preventing negative offsets. However, this fix introduced a new vulnerability where bounds checking was performed in the wrong order. In the future candidate commit, the code is checking array bounds before attempting to read data using CDF_GETUINT32, and also ensures that the length (l) plus the offset doesn't exceed the buffer bounds. The previous fix's incomplete bounds checking allowed potential buffer overreads since it performed the length check after reading the value, which could cause a security vulnerability. The new commit fixes this specific issue by reordering the checks to verify bounds before accessing the data, making it a clear case of fixing a vulnerability that was introduced by the incomplete bounds checking in the previous fix.",
file,1859fdb4e67c49c463c4e0078054335cd46ba295,15.0,6.0,3.0,file,https://github.com/glensc/file/commit/1859fdb4e67c49c463c4e0078054335cd46ba295,CWE-119,CVE-2012-1571,v3,1378_file_file_1859fdb4e67c49c463c4e0078054335cd46ba295_cdf.c_changes_v2_v3.txt.txt,"The previous fix in September 2011 added bounds checking for short sectors, but it introduced a vulnerability by using incorrect size calculations. It checked 'if (sst->sst_len < (size_t)id)' which only compared the sector ID against the length. The candidate commit fixes this by changing the check to 'if (pos > ss * sst->sst_len)', which properly accounts for the actual byte position and total stream size. The previous fix also incorrectly used CDF_SHORT_SEC_SIZE(h) while the new fix correctly uses CDF_SEC_SIZE(h) for size calculations. This shows that the previous bounds checking fix was flawed and could allow out-of-bounds memory access due to incorrect size calculations, which is fixed in the candidate commit.",1140872578eedaeecf828f1841d17ff574372dba
file,1aec04dbf8a24b8a6ba64c4f74efa0628e36db0b,11.0,10.0,5.0,file,https://github.com/glensc/file/commit/1aec04dbf8a24b8a6ba64c4f74efa0628e36db0b,CWE-119,CVE-2012-1571,v8,1385_file_file_1aec04dbf8a24b8a6ba64c4f74efa0628e36db0b_cdf.c_changes_v7_v8.txt.txt,"The previous fix (1aec04db) changed the bounds checking in cdf_read_short_sector to use CDF_SHORT_SEC_SIZE instead of CDF_SEC_SIZE, but introduced a vulnerability by only checking if 'pos' was greater than the total size. This allowed for potential buffer overflows because it didn't account for the length of data being read. The future commit (CVE-2012-1571) fixes this by changing the check to 'pos + len > CDF_SEC_SIZE(h) * sst->sst_len', ensuring that both the starting position and the length of data being read stay within bounds. This new vulnerability was directly introduced by the incomplete bounds checking in the previous fix, which made assumptions about the relationship between short sector size and regular sector size without properly validating the total read operation's bounds.",6d209c1c489457397a5763bca4b28e43aac90391
file,27a14bc7ba285a0a5ebfdb55e54001aa11932b08,12.0,4.0,2.0,file,https://github.com/file/file/commit/27a14bc7ba285a0a5ebfdb55e54001aa11932b08,CWE-119,CVE-2014-3478,v8,1387_file_file_27a14bc7ba285a0a5ebfdb55e54001aa11932b08_softmagic.c_changes_v7_v8.txt.txt,"The previous fix from June 2014 attempted to handle pascal string truncation by adjusting the length calculation to account for the size of the length field (sz). However, this fix introduced a new vulnerability: an out-of-bounds read of 1, 2, or 4 bytes. The issue arose because the original fix didn't properly consider the relationship between the string buffer size and the length field size when truncating. The November 2014 candidate commit specifically fixes this by first calculating the maximum available space for the string (sz = sizeof(p->s) - sz) and then using this as the truncation limit. This prevents the out-of-bounds read by ensuring the length value never exceeds the actual available buffer space. The commit message explicitly states it 'fixes out of bounds read of 1, 2, or 4 bytes' which was introduced by the previous fix's incomplete truncation logic.",59e63838913eee47f5c120a6c53d4565af638158
file,93e063ee374b6a75729df9e7201fb511e47e259d,6.0,2.0,2.0,file,https://github.com/file/file/commit/93e063ee374b6a75729df9e7201fb511e47e259d,CWE-20,CVE-2014-3487,v31,1395_file_file_93e063ee374b6a75729df9e7201fb511e47e259d_cdf.c_changes_v30_v31.txt.txt,"The previous fix from 2014 added checks for stream offset using cdf_check_stream_offset() to prevent buffer overflows. However, this fix was incomplete and actually introduced a new vulnerability: after validating the offset with cdf_check_stream_offset(), it uses that offset to calculate pointer 'q' but doesn't verify if the subsequent read operations stay within bounds. The future candidate commit from 2017 fixes this by adding explicit bounds checking with 'if (q + o + sizeof(uint32_t) >= e)' and 'if (q + o4 + l >= e)' before performing pointer arithmetic and dereferencing. These new checks prevent potential buffer overflows that could occur with the code added in the previous fix, specifically when reading the uint32_t length and the subsequent string buffer access.",ed0542b86bed5d90d89439c646577003f4e9d31f
file,f97486ef5dc3e8735440edc4fc8808c63e1a3ef0,8.0,2.0,3.0,file,https://github.com/file/file/commit/f97486ef5dc3e8735440edc4fc8808c63e1a3ef0,CWE-119,CVE-2014-0238,v34,1402_file_file_f97486ef5dc3e8735440edc4fc8808c63e1a3ef0_cdf.c_changes_v33_v34.txt.txt,"The previous fix (CVE-2014-0207) addressed issues with vector elements by adding checks for zero elements and ensuring the number of elements doesn't exceed properties. However, this fix inadvertently introduced a new vulnerability by not properly checking buffer boundaries before accessing memory. The candidate commit fixes this by adding explicit bounds checking (q + o + sizeof(uint32_t) >= e and q + o4 + l >= e) before reading the length and accessing the string buffer. The original fix allowed potential buffer overflows when reading the length value (l) and accessing the string buffer if the input was maliciously crafted, as it didn't verify if there was enough space in the buffer to safely perform these operations. The candidate commit ensures all memory accesses are within bounds by performing these checks before reading or accessing the data.",ed0542b86bed5d90d89439c646577003f4e9d31f
git,1a7fd1fb2998002da6e9ff2ee46e1bdd25ee8404,7.0,0.0,2.0,git,https://github.com/git/git/commit/1a7fd1fb2998002da6e9ff2ee46e1bdd25ee8404,CWE-20,CVE-2018-17456,v43,1409_git_git_1a7fd1fb2998002da6e9ff2ee46e1bdd25ee8404_fsck.c_changes_v42_v43.txt.txt,"The previous fix (git_1a7fd1fb) added validation to detect and block submodule paths starting with dashes to prevent option injection attacks. However, this fix was incomplete as it did not address URL validation comprehensively. The candidate commit identifies and fixes a new vulnerability where gitmodules URLs containing embedded newlines could be exploited. This vulnerability is particularly concerning because: 1) The credential protocol cannot handle values with newlines, making it a security risk, 2) The previous fix's focus on dash-prefixed paths inadvertently left the newline vulnerability open, and 3) The candidate commit extends validation to protect against malicious URLs that could affect credential handling and potentially expose sensitive information. This appears to be a case where the initial security fix's narrow focus on dash-prefixes created a false sense of security while leaving other URL-based attack vectors unaddressed.",07259e74ec1237c836874342c65650bdee8a3993
git,a124133e1e6ab5c7a9fef6d0e6bcb084e3455b46,83.0,123.0,20.0,git,https://github.com/git/git/commit/a124133e1e6ab5c7a9fef6d0e6bcb084e3455b46,CWE-20,CVE-2018-17456,v35,1421_git_git_a124133e1e6ab5c7a9fef6d0e6bcb084e3455b46_fsck.c_changes_v34_v35.txt.txt,"The previous fix added checks for malicious submodule URLs starting with dashes that could cause security issues. However, it introduced a potential new attack vector by not checking the submodule 'path' values. The candidate commit adds additional security checks via FSCK_MSG_GITMODULES_PATH to catch malicious submodule path values that could potentially be command line options, which appears to be a vulnerability that was opened up when submodule URL validation was added in the previous fix without corresponding path validation. This new check helps prevent command injection attacks through carefully crafted .gitmodules files. The addition of this path validation alongside the existing URL validation indicates that the previous fix created a gap in the security model that required addressing.",bdfef0492cada3fb36f454804796bf12c79a7136
gpac,d2371b4b204f0a3c0af51ad4e9b491144dd1225c,71.0,233.0,31.0,gpac,https://github.com/gpac/gpac/commit/d2371b4b204f0a3c0af51ad4e9b491144dd1225c,CWE-400,CVE-2018-21017,v8,1463_gpac_gpac_d2371b4b204f0a3c0af51ad4e9b491144dd1225c_box_code_base.c_changes_v7_v8.txt.txt,"The previous fix (gpac_d2371b4b204f0a3c0af51ad4e9b491144dd1225c) introduced a bug in the 'gen_sample_entry_Read' function by not properly handling the size reduction and box array reading, which could lead to improper memory access or buffer overflows. Specifically, while fixing the dref memory leak, it failed to properly handle sub-box parsing in unknown sample entries. The candidate commit fixes this issue by adding the missing 'ISOM_DECREASE_SIZE(s, 8)' call and ensuring proper box array reading through 'gf_isom_box_array_read', which prevents potential memory corruption vulnerabilities that were introduced by the incomplete size handling in the previous fix.",9661cc0581ed876c00f316650f74392c0dab91c2
jasper,bdfe95a6e81ffb4b2fad31a76b57943695beed20,10.0,6.0,3.0,jasper,https://github.com/mdadams/jasper/commit/bdfe95a6e81ffb4b2fad31a76b57943695beed20,CWE-476,CVE-2016-10250,v3,1473_jasper_jasper_bdfe95a6e81ffb4b2fad31a76b57943695beed20_jp2_cod.c_changes_v2_v3.txt.txt,"The previous fix attempted to address cleanup issues with JP2 box data by managing when box->ops is initialized, but it introduced potential memory-related vulnerabilities by not properly initializing all box data structures. The candidate commit fixes these issues by: 1) Introducing jp2_box_create0() which ensures complete initialization of all box fields using memset(box, 0, sizeof(jp2_box_t)), 2) Adding explicit initialization of critical pointers to NULL (bpcc->bps, cdef->ents, cmap->ents, pclr->bpc) before their use, preventing potential use of uninitialized memory that could lead to security vulnerabilities. The previous fix's focus on box->ops management inadvertently left these memory initialization gaps that could be exploited, and the candidate commit specifically addresses these uninitialized memory vulnerabilities.",e96fc4fdd525fa0ede28074a7e2b1caf94b58b0d
