Project,Commit,Lines Added in Fixed Version,Lines Deleted in Fixed Version,Hunks in Fixed Version,project,codeLink,CWE ID,CVE ID
libtiff,ce6841d9e41d621ba23cf18b190ee6a23b2cc833,4.0,0.0,1.0,libtiff,https://github.com/vadz/libtiff/commit/ce6841d9e41d621ba23cf18b190ee6a23b2cc833,CWE-119,CVE-2013-4244
libu2f-host,e4bb58cc8b6202a421e65f8230217d8ae6e16eb5,23.0,11.0,1.0,libu2f-host,https://github.com/Yubico/libu2f-host/commit/e4bb58cc8b6202a421e65f8230217d8ae6e16eb5,CWE-119,CVE-2019-9578
libxml2,899a5d9f0ed13b8e32449a08a361e0de127dd961,10.0,1.0,2.0,libxml2,https://github.com/GNOME/libxml2/commit/899a5d9f0ed13b8e32449a08a361e0de127dd961,CWE-835,CVE-2017-16932
libzip,9b46957ec98d85a572e9ef98301247f39338a3b5,6.0,1.0,1.0,libzip,https://github.com/nih-at/libzip/commit/9b46957ec98d85a572e9ef98301247f39338a3b5,CWE-119,CVE-2017-14107
linux,04197b341f23b908193308b8d63d17ff23232598,41.0,7.0,6.0,linux,https://github.com/torvalds/linux/commit/04197b341f23b908193308b8d63d17ff23232598,CWE-362,CVE-2016-10741
linux,04bf464a5dfd9ade0dda918e44366c2c61fce80b,4.0,1.0,1.0,linux,https://github.com/torvalds/linux/commit/04bf464a5dfd9ade0dda918e44366c2c61fce80b,CWE-189,CVE-2015-4003
linux,06bd3c36a733ac27962fea7d6f47168841376824,15.0,9.0,2.0,linux,https://github.com/torvalds/linux/commit/06bd3c36a733ac27962fea7d6f47168841376824,CWE-200,CVE-2017-7495
linux,072684e8c58d17e853f8e8b9f6d9ce2e58d2b036,3.0,3.0,1.0,linux,https://github.com/torvalds/linux/commit/072684e8c58d17e853f8e8b9f6d9ce2e58d2b036,CWE-189,CVE-2019-14763
linux,0c17d1d2c61936401f4702e1846e2c19b200f958,27.0,17.0,5.0,linux,https://github.com/torvalds/linux/commit/0c17d1d2c61936401f4702e1846e2c19b200f958,CWE-119,CVE-2017-16996
linux,0d0e57697f162da4aa218b5feafe614fb666db07,16.0,5.0,3.0,linux,https://github.com/torvalds/linux/commit/0d0e57697f162da4aa218b5feafe614fb666db07,CWE-200,CVE-2017-9150
linux,0da9dfdd2cd9889201bc6f6f43580c99165cd087,1.0,1.0,1.0,linux,https://github.com/torvalds/linux/commit/0da9dfdd2cd9889201bc6f6f43580c99165cd087,CWE-362,CVE-2013-1792
linux,0ddcff49b672239dda94d70d0fcf50317a9f4b51,78.0,32.0,18.0,linux,https://github.com/torvalds/linux/commit/0ddcff49b672239dda94d70d0fcf50317a9f4b51,CWE-772,CVE-2018-8087
linux,0ea1ec713f04bdfac343c9702b21cd3a7c711826,236.0,249.0,5.0,linux,https://github.com/torvalds/linux/commit/0ea1ec713f04bdfac343c9702b21cd3a7c711826,CWE-264,CVE-2014-9888
linux,0f2af21aae11972fa924374ddcf52e88347cf5a8,21.0,14.0,2.0,linux,https://github.com/torvalds/linux/commit/0f2af21aae11972fa924374ddcf52e88347cf5a8,CWE-17,CVE-2015-0275
linux,0fa3ecd87848c9c93c2c828ef4c3a8ca36ce46c7,6.0,0.0,1.0,linux,https://github.com/torvalds/linux/commit/0fa3ecd87848c9c93c2c828ef4c3a8ca36ce46c7,CWE-269,CVE-2018-13405
linux,1137b5e2529a8f5ca8ee709288ecba3e68044df2,48.0,44.0,26.0,linux,https://github.com/torvalds/linux/commit/1137b5e2529a8f5ca8ee709288ecba3e68044df2,CWE-416,CVE-2017-16939
linux,11f3710417d026ea2f4fcf362d866342c5274185,40.0,23.0,4.0,linux,https://github.com/torvalds/linux/commit/11f3710417d026ea2f4fcf362d866342c5274185,CWE-20,CVE-2016-6197
linux,124d3b7041f9a0ca7c43a6293e1cae4576c32fd5,6.0,2.0,3.0,linux,https://github.com/torvalds/linux/commit/124d3b7041f9a0ca7c43a6293e1cae4576c32fd5,CWE-20,CVE-2008-7316
linux,129a72a0d3c8e139a04512325384fe5ac119e74d,22.0,20.0,9.0,linux,https://github.com/torvalds/linux/commit/129a72a0d3c8e139a04512325384fe5ac119e74d,CWE-416,CVE-2017-2584
linux,12ae030d54ef250706da5642fc7697cc60ad0df7,1.0,1.0,1.0,linux,https://github.com/torvalds/linux/commit/12ae030d54ef250706da5642fc7697cc60ad0df7,CWE-264,CVE-2013-2930
linux,1572e45a924f254d9570093abde46430c3172e3d,1.0,1.0,1.0,linux,https://github.com/torvalds/linux/commit/1572e45a924f254d9570093abde46430c3172e3d,CWE-190,CVE-2017-18255
linux,15d3042a937c13f5d9244241c7a9c8416ff6e82a,16.0,0.0,2.0,linux,https://github.com/torvalds/linux/commit/15d3042a937c13f5d9244241c7a9c8416ff6e82a,CWE-129,CVE-2017-10663
linux,179d1c5602997fef5a940c6ddcf31212cbfebd14,7.0,8.0,1.0,linux,https://github.com/torvalds/linux/commit/179d1c5602997fef5a940c6ddcf31212cbfebd14,CWE-119,CVE-2017-17855
linux,197c949e7798fbf28cfadc69d9ca0c2abbf93191,4.0,2.0,2.0,linux,https://github.com/torvalds/linux/commit/197c949e7798fbf28cfadc69d9ca0c2abbf93191,CWE-358,CVE-2016-10229
linux,1c0edc3633b56000e18d82fc241e3995ca18a69e,5.0,3.0,1.0,linux,https://github.com/torvalds/linux/commit/1c0edc3633b56000e18d82fc241e3995ca18a69e,CWE-125,CVE-2017-16535
linux,1d1221f375c94ef961ba8574ac4f85c8870ddd51,7.0,8.0,5.0,linux,https://github.com/torvalds/linux/commit/1d1221f375c94ef961ba8574ac4f85c8870ddd51,CWE-264,CVE-2011-2495
linux,1df2ae31c724e57be9d7ac00d78db8a5dabdd050,53.0,33.0,3.0,linux,https://github.com/torvalds/linux/commit/1df2ae31c724e57be9d7ac00d78db8a5dabdd050,CWE-119,CVE-2012-3400
linux,1e3921471354244f70fe268586ff94a97a6dd4df,31.0,3.0,3.0,linux,https://github.com/torvalds/linux/commit/1e3921471354244f70fe268586ff94a97a6dd4df,CWE-119,CVE-2017-15128
linux,1f461dcdd296eecedaffffc6bae2bfa90bd7eb89,3.0,1.0,2.0,linux,https://github.com/torvalds/linux/commit/1f461dcdd296eecedaffffc6bae2bfa90bd7eb89,CWE-416,CVE-2016-4805
linux,1fd819ecb90cc9b822cd84d3056ddba315d3340f,6.0,0.0,4.0,linux,https://github.com/torvalds/linux/commit/1fd819ecb90cc9b822cd84d3056ddba315d3340f,CWE-416,CVE-2014-0131
linux,20e0fa98b751facf9a1101edaefbc19c82616a68,1.0,1.0,1.0,linux,https://github.com/torvalds/linux/commit/20e0fa98b751facf9a1101edaefbc19c82616a68,CWE-189,CVE-2012-2375
linux,2117d5398c81554fbf803f5fd1dc55eb78216c0c,39.0,199.0,11.0,linux,https://github.com/torvalds/linux/commit/2117d5398c81554fbf803f5fd1dc55eb78216c0c,CWE-200,CVE-2016-9756
linux,2172fa709ab32ca60e86179dc67d0857be8e2c98,12.0,4.0,2.0,linux,https://github.com/torvalds/linux/commit/2172fa709ab32ca60e86179dc67d0857be8e2c98,CWE-20,CVE-2014-1874
linux,21c5977a836e399fc710ff2c5367845ed5c2527f,7.0,4.0,5.0,linux,https://github.com/torvalds/linux/commit/21c5977a836e399fc710ff2c5367845ed5c2527f,CWE-264,CVE-2011-2211
linux,232cd35d0804cc241eb887bb8d4d9b3b9881c64a,8.0,7.0,2.0,linux,https://github.com/torvalds/linux/commit/232cd35d0804cc241eb887bb8d4d9b3b9881c64a,CWE-20,CVE-2017-9242
linux,234f3ce485d54017f15cf5e0699cff4100121601,60.0,30.0,14.0,linux,https://github.com/torvalds/linux/commit/234f3ce485d54017f15cf5e0699cff4100121601,CWE-264,CVE-2014-3647
linux,2811ebac2521ceac84f2bdae402455baa6a7fb47,26.0,35.0,4.0,linux,https://github.com/torvalds/linux/commit/2811ebac2521ceac84f2bdae402455baa6a7fb47,CWE-119,CVE-2013-4387
linux,2a3f93459d689d990b3ecfbe782fec89b97d3279,9.0,1.0,1.0,linux,https://github.com/torvalds/linux/commit/2a3f93459d689d990b3ecfbe782fec89b97d3279,CWE-20,CVE-2018-18021
linux,2b04e8f6bbb196cab4b232af0f8d48ff2c7a8058,9.0,5.0,3.0,linux,https://github.com/torvalds/linux/commit/2b04e8f6bbb196cab4b232af0f8d48ff2c7a8058,CWE-772,CVE-2017-12190
linux,2dcab598484185dea7ec22219c76dcdd59e3cb90,7.0,120.0,9.0,linux,https://github.com/torvalds/linux/commit/2dcab598484185dea7ec22219c76dcdd59e3cb90,CWE-362,CVE-2017-5986
linux,2fae9e5a7babada041e2e161699ade2447a01989,17.0,18.0,2.0,linux,https://github.com/torvalds/linux/commit/2fae9e5a7babada041e2e161699ade2447a01989,CWE-476,CVE-2017-15102
linux,30a61ddf8117c26ac5b295e1233eaa9629a94ca3,47.0,20.0,1.0,linux,https://github.com/torvalds/linux/commit/30a61ddf8117c26ac5b295e1233eaa9629a94ca3,CWE-362,CVE-2017-18249
linux,321027c1fe77f892f4ea07846aeae08cefbbb290,54.0,4.0,4.0,linux,https://github.com/torvalds/linux/commit/321027c1fe77f892f4ea07846aeae08cefbbb290,CWE-362,CVE-2017-6001
linux,338f977f4eb441e69bb9a46eaa0ac715c931a67f,22.0,13.0,8.0,linux,https://github.com/torvalds/linux/commit/338f977f4eb441e69bb9a46eaa0ac715c931a67f,CWE-200,CVE-2014-8709
linux,34b2cef20f19c87999fff3da4071e66937db9644,10.0,8.0,4.0,linux,https://github.com/torvalds/linux/commit/34b2cef20f19c87999fff3da4071e66937db9644,CWE-476,CVE-2017-5970
linux,34b88a68f26a75e4fded796f1a49c40f82234b7d,22.0,22.0,1.0,linux,https://github.com/torvalds/linux/commit/34b88a68f26a75e4fded796f1a49c40f82234b7d,CWE-19,CVE-2016-7117
linux,350b8bdd689cd2ab2c67c8a86a0be86cfa0751a7,10.0,9.0,4.0,linux,https://github.com/torvalds/linux/commit/350b8bdd689cd2ab2c67c8a86a0be86cfa0751a7,CWE-189,CVE-2014-3601
linux,37863c43b2c6464f252862bf2e9768264e961678,5.0,0.0,1.0,linux,https://github.com/torvalds/linux/commit/37863c43b2c6464f252862bf2e9768264e961678,CWE-476,CVE-2017-12192
linux,38740a5b87d53ceb89eb2c970150f6e94e00373a,3.0,4.0,1.0,linux,https://github.com/torvalds/linux/commit/38740a5b87d53ceb89eb2c970150f6e94e00373a,CWE-416,CVE-2016-7912
linux,397d425dc26da728396e66d392d5dcb8dac30c37,25.0,2.0,6.0,linux,https://github.com/torvalds/linux/commit/397d425dc26da728396e66d392d5dcb8dac30c37,CWE-254,CVE-2015-2925
linux,3a4b77cd47bb837b8557595ec7425f281f2ca1fe,9.0,0.0,1.0,linux,https://github.com/torvalds/linux/commit/3a4b77cd47bb837b8557595ec7425f281f2ca1fe,CWE-125,CVE-2016-10208
linux,3ce424e45411cf5a13105e0386b6ecf6eeb4f66f,31.0,23.0,6.0,linux,https://github.com/torvalds/linux/commit/3ce424e45411cf5a13105e0386b6ecf6eeb4f66f,CWE-264,CVE-2016-4440
linux,3ce5efad47b62c57a4f5c54248347085a750ce0e,1.0,0.0,1.0,linux,https://github.com/torvalds/linux/commit/3ce5efad47b62c57a4f5c54248347085a750ce0e,CWE-200,CVE-2013-3232
linux,3f7352bf21f8fd7ba3e2fcef9488756f188e12be,31.0,128.0,7.0,linux,https://github.com/torvalds/linux/commit/3f7352bf21f8fd7ba3e2fcef9488756f188e12be,CWE-17,CVE-2015-4700
linux,41bdc78544b8a93a9c6814b8bbbfef966272abbe,23.0,0.0,4.0,linux,https://github.com/torvalds/linux/commit/41bdc78544b8a93a9c6814b8bbbfef966272abbe,CWE-264,CVE-2014-8133
linux,4291086b1f081b869c6d79e5b7441633dc3ace00,5.0,1.0,2.0,linux,https://github.com/torvalds/linux/commit/4291086b1f081b869c6d79e5b7441633dc3ace00,CWE-362,CVE-2014-0196
linux,4374f256ce8182019353c0c639bb8d0695b4c941,233.0,1022.0,71.0,linux,https://github.com/torvalds/linux/commit/4374f256ce8182019353c0c639bb8d0695b4c941,CWE-119,CVE-2017-17853
linux,4442dc8a92b8f9ad8ee9e7f8438f4c04c03a22dc,71.0,48.0,4.0,linux,https://github.com/torvalds/linux/commit/4442dc8a92b8f9ad8ee9e7f8438f4c04c03a22dc,CWE-264,CVE-2014-4027
linux,451a2886b6bf90e2fb378f7c46c655450fb96e81,3.0,0.0,1.0,linux,https://github.com/torvalds/linux/commit/451a2886b6bf90e2fb378f7c46c655450fb96e81,CWE-189,CVE-2015-5707
linux,4683f42fde3977bdb4e8a09622788cc8b5313778,3.0,4.0,2.0,linux,https://github.com/torvalds/linux/commit/4683f42fde3977bdb4e8a09622788cc8b5313778,CWE-200,CVE-2013-3224
linux,468f6eafa6c44cb2c5d8aad35e12f06c240a812a,18.0,12.0,5.0,linux,https://github.com/torvalds/linux/commit/468f6eafa6c44cb2c5d8aad35e12f06c240a812a,CWE-119,CVE-2017-17852
linux,4afa5f9617927453ac04b24b584f6c718dfb4f45,10.0,2.0,2.0,linux,https://github.com/torvalds/linux/commit/4afa5f9617927453ac04b24b584f6c718dfb4f45,CWE-476,CVE-2016-8646
linux,4dca6ea1d9432052afb06baf2e3ae78188a4410b,37.0,9.0,7.0,linux,https://github.com/torvalds/linux/commit/4dca6ea1d9432052afb06baf2e3ae78188a4410b,CWE-862,CVE-2017-17807
linux,50220dead1650609206efe91f0cc116132d59b3f,3.0,0.0,2.0,linux,https://github.com/torvalds/linux/commit/50220dead1650609206efe91f0cc116132d59b3f,CWE-125,CVE-2016-7915
linux,5593523f968bc86d42a035c6df47d5e0979b5ace,26.0,5.0,1.0,linux,https://github.com/torvalds/linux/commit/5593523f968bc86d42a035c6df47d5e0979b5ace,CWE-119,CVE-2017-8068
linux,5c25f65fd1e42685f7ccd80e0621829c105785d9,3.0,3.0,3.0,linux,https://github.com/torvalds/linux/commit/5c25f65fd1e42685f7ccd80e0621829c105785d9,CWE-476,CVE-2018-7191
linux,5d2be1422e02ccd697ccfcd45c85b4a26e6178e2,2.0,1.0,1.0,linux,https://github.com/torvalds/linux/commit/5d2be1422e02ccd697ccfcd45c85b4a26e6178e2,CWE-200,CVE-2016-5243
linux,5d81de8e8667da7135d3a32a964087c0faf5483f,34.0,3.0,2.0,linux,https://github.com/torvalds/linux/commit/5d81de8e8667da7135d3a32a964087c0faf5483f,CWE-119,CVE-2014-0069
linux,5f8e44741f9f216e33736ea4ec65ca9ac03036e6,48.0,238.0,8.0,linux,https://github.com/torvalds/linux/commit/5f8e44741f9f216e33736ea4ec65ca9ac03036e6,CWE-200,CVE-2016-4486
linux,606142af57dad981b78707234cfbd15f9f7b7125,168.0,122.0,7.0,linux,https://github.com/torvalds/linux/commit/606142af57dad981b78707234cfbd15f9f7b7125,CWE-119,CVE-2017-8062
linux,60a2362f769cf549dc466134efe71c8bf9fbaaba,3.0,17.0,4.0,linux,https://github.com/torvalds/linux/commit/60a2362f769cf549dc466134efe71c8bf9fbaaba,CWE-416,CVE-2014-9940
linux,637b58c2887e5e57850865839cc75f59184b23d1,8.0,71.0,4.0,linux,https://github.com/torvalds/linux/commit/637b58c2887e5e57850865839cc75f59184b23d1,CWE-17,CVE-2015-1805
linux,6399f1fae4ec29fab5ec76070435555e256ca3a6,6.0,2.0,3.0,linux,https://github.com/torvalds/linux/commit/6399f1fae4ec29fab5ec76070435555e256ca3a6,CWE-190,CVE-2017-7542
linux,647bf3d8a8e5777319da92af672289b2a6c4dc66,11.0,9.0,5.0,linux,https://github.com/torvalds/linux/commit/647bf3d8a8e5777319da92af672289b2a6c4dc66,CWE-190,CVE-2016-8636
linux,6829e274a623187c24f7cfc0e3d35f25d087fcc5,2.0,4.0,2.0,linux,https://github.com/torvalds/linux/commit/6829e274a623187c24f7cfc0e3d35f25d087fcc5,CWE-200,CVE-2015-8950
linux,6a3eb3360667170988f8a6477f6686242061488a,1.0,1.0,2.0,linux,https://github.com/torvalds/linux/commit/6a3eb3360667170988f8a6477f6686242061488a,CWE-416,CVE-2019-15919
linux,6b7339f4c31ad69c8e9c0b2859276e22cf72176d,13.0,7.0,3.0,linux,https://github.com/torvalds/linux/commit/6b7339f4c31ad69c8e9c0b2859276e22cf72176d,CWE-20,CVE-2015-3288
linux,6d8c50dcb029872b298eea68cc6209c866fd3e14,15.0,3.0,4.0,linux,https://github.com/torvalds/linux/commit/6d8c50dcb029872b298eea68cc6209c866fd3e14,CWE-362,CVE-2018-12232
linux,6f7b0a2a5c0fb03be7c25bd1745baa50582348ef,8.0,5.0,2.0,linux,https://github.com/torvalds/linux/commit/6f7b0a2a5c0fb03be7c25bd1745baa50582348ef,CWE-20,CVE-2012-6647
linux,6fb392b1a63ae36c31f62bc3fc8630b49d602b62,6.0,2.0,3.0,linux,https://github.com/torvalds/linux/commit/6fb392b1a63ae36c31f62bc3fc8630b49d602b62,CWE-119,CVE-2013-6381
linux,6ff7b060535e87c2ae14dd8548512abfdda528fb,13.0,8.0,4.0,linux,https://github.com/torvalds/linux/commit/6ff7b060535e87c2ae14dd8548512abfdda528fb,CWE-416,CVE-2019-12819
linux,70945643722ffeac779d2529a348f99567fa5c33,1.0,1.0,1.0,linux,https://github.com/torvalds/linux/commit/70945643722ffeac779d2529a348f99567fa5c33,CWE-20,CVE-2011-3363
linux,70feee0e1ef331b22cc51f383d532a0d043fbdcc,3.0,2.0,3.0,linux,https://github.com/torvalds/linux/commit/70feee0e1ef331b22cc51f383d532a0d043fbdcc,CWE-20,CVE-2017-18221
linux,75a493e60ac4bbe2e977e7129d6d8cbb0dd236be,14.0,15.0,6.0,linux,https://github.com/torvalds/linux/commit/75a493e60ac4bbe2e977e7129d6d8cbb0dd236be,CWE-399,CVE-2013-4163
linux,75ff39ccc1bd5d3c455b6822ab09e533c551f758,11.0,9.0,4.0,linux,https://github.com/torvalds/linux/commit/75ff39ccc1bd5d3c455b6822ab09e533c551f758,CWE-200,CVE-2016-5696
linux,77f8269606bf95fcb232ee86f6da80886f1dfae8,1.0,1.0,2.0,linux,https://github.com/torvalds/linux/commit/77f8269606bf95fcb232ee86f6da80886f1dfae8,CWE-416,CVE-2019-9003
linux,79dc7e3f1cd323be4c81aa1a94faa1b3ed987fb2,6.0,7.0,4.0,linux,https://github.com/torvalds/linux/commit/79dc7e3f1cd323be4c81aa1a94faa1b3ed987fb2,CWE-20,CVE-2016-9919
linux,7ada876a8703f23befbb20a7465a702ee39b1704,30.0,36.0,19.0,linux,https://github.com/torvalds/linux/commit/7ada876a8703f23befbb20a7465a702ee39b1704,CWE-119,CVE-2014-0205
linux,7d3e91a89b7adbc2831334def9e494dd9892f9af,575.0,182.0,60.0,linux,https://github.com/torvalds/linux/commit/7d3e91a89b7adbc2831334def9e494dd9892f9af,CWE-119,CVE-2013-4591
linux,7d5145d8eb2b9791533ffe4dc003b129b9696c48,13.0,25.0,8.0,linux,https://github.com/torvalds/linux/commit/7d5145d8eb2b9791533ffe4dc003b129b9696c48,CWE-399,CVE-2013-0217
linux,7df3e59c3d1df4f87fe874c7956ef7a3d2f4d5fb,34.0,29.0,2.0,linux,https://github.com/torvalds/linux/commit/7df3e59c3d1df4f87fe874c7956ef7a3d2f4d5fb,CWE-476,CVE-2016-9313
linux,7f821fc9c77a9b01fe7b1d6e72717b33d8d64142,18.0,0.0,1.0,linux,https://github.com/torvalds/linux/commit/7f821fc9c77a9b01fe7b1d6e72717b33d8d64142,CWE-284,CVE-2015-8845
linux,82262a46627bebb0febcc26664746c25cef08563,10.0,17.0,2.0,linux,https://github.com/torvalds/linux/commit/82262a46627bebb0febcc26664746c25cef08563,CWE-189,CVE-2014-4655
linux,82981930125abfd39d7c8378a9cfdf5e1be2002b,15.0,27.0,5.0,linux,https://github.com/torvalds/linux/commit/82981930125abfd39d7c8378a9cfdf5e1be2002b,CWE-119,CVE-2012-6704
linux,84ac7260236a49c79eede91617700174c2c19b0c,74.0,13.0,12.0,linux,https://github.com/torvalds/linux/commit/84ac7260236a49c79eede91617700174c2c19b0c,CWE-416,CVE-2016-8655
linux,867c20265459d30a01b021a9c1e81fb4c5832aa9,2.0,0.0,1.0,linux,https://github.com/torvalds/linux/commit/867c20265459d30a01b021a9c1e81fb4c5832aa9,CWE-264,CVE-2011-0006
linux,8b01fc86b9f425899f8a3a8fc1c47d73c2c20543,48.0,28.0,2.0,linux,https://github.com/torvalds/linux/commit/8b01fc86b9f425899f8a3a8fc1c47d73c2c20543,CWE-362,CVE-2015-3339
linux,8d1e72250c847fa96498ec029891de4dc638a5ba,27.0,23.0,21.0,linux,https://github.com/torvalds/linux/commit/8d1e72250c847fa96498ec029891de4dc638a5ba,CWE-200,CVE-2013-4515
linux,8dfbcc4351a0b6d2f2d77f367552f48ffefafe18,2.0,1.0,1.0,linux,https://github.com/torvalds/linux/commit/8dfbcc4351a0b6d2f2d77f367552f48ffefafe18,CWE-416,CVE-2016-7913
linux,8e9faa15469ed7c7467423db4c62aeed3ff4cae3,1.0,1.0,1.0,linux,https://github.com/torvalds/linux/commit/8e9faa15469ed7c7467423db4c62aeed3ff4cae3,CWE-388,CVE-2017-8072
linux,92f28d973cce45ef5823209aab3138eb45d8b349,3.0,1.0,2.0,linux,https://github.com/torvalds/linux/commit/92f28d973cce45ef5823209aab3138eb45d8b349,CWE-264,CVE-2013-1958
linux,9409e22acdfc9153f88d9b1ed2bd2a5b34d2d3ca,261.0,234.0,15.0,linux,https://github.com/torvalds/linux/commit/9409e22acdfc9153f88d9b1ed2bd2a5b34d2d3ca,CWE-284,CVE-2016-6198
linux,9590232bb4f4cc824f3425a6e1349afbe6d6d2b7,112.0,25.0,18.0,linux,https://github.com/torvalds/linux/commit/9590232bb4f4cc824f3425a6e1349afbe6d6d2b7,CWE-416,CVE-2016-9120
linux,95a762e2c8c942780948091f8f2a4f32fce1ac6f,7.0,1.0,1.0,linux,https://github.com/torvalds/linux/commit/95a762e2c8c942780948091f8f2a4f32fce1ac6f,CWE-119,CVE-2017-16995
linux,95d78c28b5a85bacbc29b8dba7c04babb9b0d467,44.0,2.0,4.0,linux,https://github.com/torvalds/linux/commit/95d78c28b5a85bacbc29b8dba7c04babb9b0d467,CWE-772,CVE-2017-12190
linux,95ee62083cb6453e056562d91f597552021e6ae7,14.0,30.0,4.0,linux,https://github.com/torvalds/linux/commit/95ee62083cb6453e056562d91f597552021e6ae7,CWE-310,CVE-2013-4350
linux,a2ae4cc9a16e211c8a128ba10d22a85431f093ab,1.0,0.0,1.0,linux,https://github.com/torvalds/linux/commit/a2ae4cc9a16e211c8a128ba10d22a85431f093ab,CWE-399,CVE-2010-4250
linux,a2f18db0c68fec96631c10cad9384c196e9008ac,9.0,5.0,2.0,linux,https://github.com/torvalds/linux/commit/a2f18db0c68fec96631c10cad9384c196e9008ac,CWE-19,CVE-2015-1573
linux,a50829479f58416a013a4ccca791336af3c584c7,10.0,7.0,2.0,linux,https://github.com/torvalds/linux/commit/a50829479f58416a013a4ccca791336af3c584c7,CWE-125,CVE-2017-16643
linux,a5ec6ae161d72f01411169a938fa5f8baea16e8f,5.0,0.0,1.0,linux,https://github.com/torvalds/linux/commit/a5ec6ae161d72f01411169a938fa5f8baea16e8f,CWE-119,CVE-2017-17856
linux,a6e544b0a88b53114bfa5a57e21b7be7a8dfc9d0,27.0,28.0,16.0,linux,https://github.com/torvalds/linux/commit/a6e544b0a88b53114bfa5a57e21b7be7a8dfc9d0,CWE-20,CVE-2017-13715
linux,a8b33654b1e3b0c74d4a1fed041c9aae50b3c427,9.0,6.0,4.0,linux,https://github.com/torvalds/linux/commit/a8b33654b1e3b0c74d4a1fed041c9aae50b3c427,CWE-200,CVE-2013-4516
linux,acff81ec2c79492b180fade3c2894425cd35a545,4.0,27.0,2.0,linux,https://github.com/torvalds/linux/commit/acff81ec2c79492b180fade3c2894425cd35a545,CWE-264,CVE-2015-8660
linux,adee11b2085bee90bd8f4f52123ffb07882d6256,9.0,1.0,2.0,linux,https://github.com/torvalds/linux/commit/adee11b2085bee90bd8f4f52123ffb07882d6256,CWE-119,CVE-2012-3400
linux,af368027a49a751d6ff4ee9e3f9961f35bb4fede,19.0,13.0,8.0,linux,https://github.com/torvalds/linux/commit/af368027a49a751d6ff4ee9e3f9961f35bb4fede,CWE-362,CVE-2016-2546
linux,b22f5126a24b3b2f15448c3f2a254fc10cbc2b92,3.0,3.0,3.0,linux,https://github.com/torvalds/linux/commit/b22f5126a24b3b2f15448c3f2a254fc10cbc2b92,CWE-20,CVE-2014-2523
linux,b4a1b4f5047e4f54e194681125c74c0aa64d637d,19.0,55.0,11.0,linux,https://github.com/torvalds/linux/commit/b4a1b4f5047e4f54e194681125c74c0aa64d637d,CWE-362,CVE-2015-7550
linux,b5a663aa426f4884c71cd8580adae73f33570f0d,15.0,5.0,4.0,linux,https://github.com/torvalds/linux/commit/b5a663aa426f4884c71cd8580adae73f33570f0d,CWE-20,CVE-2016-2548
linux,b71812168571fa55e44cdd0254471331b9c4c4c6,12.0,1.0,2.0,linux,https://github.com/torvalds/linux/commit/b71812168571fa55e44cdd0254471331b9c4c4c6,CWE-787,CVE-2018-1068
linux,b799207e1e1816b09e7a5920fbb2d5fcf6edd681,284.0,623.0,76.0,linux,https://github.com/torvalds/linux/commit/b799207e1e1816b09e7a5920fbb2d5fcf6edd681,CWE-125,CVE-2018-18445
linux,b90cd6f2b905905fb42671009dc0e27c310a16ae,4.0,5.0,1.0,linux,https://github.com/torvalds/linux/commit/b90cd6f2b905905fb42671009dc0e27c310a16ae,CWE-416,CVE-2018-20836
linux,b92946e2919134ebe2a4083e4302236295ea2a73,21.0,4.0,3.0,linux,https://github.com/torvalds/linux/commit/b92946e2919134ebe2a4083e4302236295ea2a73,CWE-119,CVE-2012-2119
linux,b98b0bc8c431e3ceb4b26b0dfc8db509518fb290,91.0,127.0,7.0,linux,https://github.com/torvalds/linux/commit/b98b0bc8c431e3ceb4b26b0dfc8db509518fb290,CWE-119,CVE-2016-9793
linux,b9a41d21dceadf8104812626ef85dc56ee8a60ed,8.0,4.0,1.0,linux,https://github.com/torvalds/linux/commit/b9a41d21dceadf8104812626ef85dc56ee8a60ed,CWE-362,CVE-2017-18203
linux,bc3aae2bbac46dd894c89db5d5e98f7f0ef9e205,14.0,14.0,7.0,linux,https://github.com/torvalds/linux/commit/bc3aae2bbac46dd894c89db5d5e98f7f0ef9e205,CWE-476,CVE-2017-13686
linux,bf911e985d6bbaa328c20c3e05f4eb03de11fdd6,6.0,6.0,2.0,linux,https://github.com/torvalds/linux/commit/bf911e985d6bbaa328c20c3e05f4eb03de11fdd6,CWE-125,CVE-2016-9555
linux,c27a3e4d667fdcad3db7b104f75659478e0c68d8,31.0,37.0,10.0,linux,https://github.com/torvalds/linux/commit/c27a3e4d667fdcad3db7b104f75659478e0c68d8,CWE-399,CVE-2014-6418
linux,c300aa64ddf57d9c5d9c898a64b36877345dd4a9,5.0,0.0,1.0,linux,https://github.com/torvalds/linux/commit/c300aa64ddf57d9c5d9c898a64b36877345dd4a9,CWE-119,CVE-2013-1796
linux,c40f7d74c741a907cfaeb73a7697081881c497d0,9.0,34.0,6.0,linux,https://github.com/torvalds/linux/commit/c40f7d74c741a907cfaeb73a7697081881c497d0,CWE-400,CVE-2018-20784
linux,c50ac050811d6485616a193eb0f37bfbd191cc89,22.0,6.0,5.0,linux,https://github.com/torvalds/linux/commit/c50ac050811d6485616a193eb0f37bfbd191cc89,CWE-399,CVE-2012-2390
linux,c58d6c93680f28ac58984af61d0a7ebf4319c241,6.0,4.0,1.0,linux,https://github.com/torvalds/linux/commit/c58d6c93680f28ac58984af61d0a7ebf4319c241,CWE-125,CVE-2016-7917
